,ChampionName,ChampionLevel,Lane,Kills,Deaths,Assists,Gold_Earned,Total_Minions_Killed,Total_damages_to_champs,Win/Lose,TeamBaronKills,FirstBloodAssist,FirstBloodKill,FirstTowerAssist,FirstTowerKill,InhibitorKills,InhibitorTakedowns,InhibitorsLost,TurretPlatesTaken,TotalDamageDealtToChampions_Percentage,rank
21,Soraka,14,BOTTOM,0,5,25,8467,20,6274,True,0,False,False,False,False,0,0,0,3,5.66,Diamond
22,Soraka,9,NONE,0,3,11,5075,6,3072,True,0,False,False,False,False,0,0,0,2,6.93,Diamond
23,Soraka,11,BOTTOM,0,4,15,6894,16,4276,False,0,False,False,False,False,0,0,2,4,7.54,Diamond
24,Yuumi,7,NONE,0,2,0,2859,0,2347,False,0,False,False,False,False,0,0,0,0,11.93,Diamond
25,Soraka,15,BOTTOM,2,6,21,10248,31,11190,True,1,False,False,False,False,0,1,0,1,10.3,Diamond
26,Soraka,14,BOTTOM,2,4,20,8995,14,3965,True,1,False,False,False,True,0,1,0,3,4.84,Diamond
27,Soraka,11,BOTTOM,0,3,3,5247,15,4298,False,0,False,False,False,False,0,0,2,0,10.53,Diamond
28,Lulu,12,BOTTOM,0,7,9,6890,19,4442,False,0,True,False,False,False,0,0,2,2,6.51,Diamond
29,Soraka,10,NONE,0,1,8,5177,13,2372,True,0,False,False,False,False,0,0,0,1,5.99,Diamond
30,Corki,14,MIDDLE,3,4,2,9499,165,11229,True,1,False,False,False,False,0,1,0,1,20.48,Diamond
31,Renata,13,BOTTOM,0,2,4,6598,40,4613,False,0,False,False,False,False,0,0,1,2,8.23,Diamond
32,Senna,16,JUNGLE,8,4,21,14476,41,30956,True,0,True,False,False,False,0,1,0,4,30.57,Diamond
33,Soraka,15,BOTTOM,2,7,26,9685,22,6937,True,0,False,False,False,False,1,2,0,0,5.71,Diamond
34,Soraka,13,BOTTOM,1,6,16,7772,15,5332,False,1,False,False,False,False,0,0,1,0,5.95,Diamond
35,Soraka,15,BOTTOM,0,3,15,8391,18,6020,True,2,False,False,False,False,0,2,0,2,5.89,Diamond
36,Soraka,13,BOTTOM,1,4,12,5609,13,4295,False,0,False,False,False,False,0,0,4,0,9.31,Diamond
37,Soraka,16,BOTTOM,0,9,25,9973,23,5566,False,2,True,False,False,False,0,1,1,4,4.8,Diamond
38,Lulu,12,BOTTOM,0,4,11,7340,22,3090,True,0,False,False,False,False,1,3,0,1,3.95,Diamond
39,Soraka,12,BOTTOM,1,3,14,7346,10,4532,True,0,False,False,False,False,0,1,0,3,5.76,Diamond
40,Soraka,16,BOTTOM,0,10,34,10951,13,9623,True,1,False,False,True,False,1,3,0,3,7.42,Diamond
41,Sona,10,BOTTOM,1,6,6,5051,2,5213,False,0,False,False,False,False,0,0,1,0,11.45,Diamond
42,Soraka,10,NONE,1,2,10,6617,8,4040,True,0,False,False,True,False,0,0,0,5,7.51,Diamond
43,Swain,11,BOTTOM,5,1,9,8755,41,7944,True,0,False,False,True,False,0,1,0,7,13.3,Diamond
44,Brand,16,JUNGLE,9,9,8,14406,75,24032,False,1,False,False,True,False,0,0,3,5,27.25,Diamond
45,Soraka,13,BOTTOM,1,2,19,7605,9,3974,True,1,False,False,True,False,1,1,0,1,6.83,Diamond
46,Yuumi,14,BOTTOM,0,9,20,8214,2,12027,False,1,False,False,False,False,0,0,1,1,11.26,Diamond
47,Akshan,17,MIDDLE,8,5,2,16997,247,13010,False,0,False,False,False,False,0,0,4,4,18.19,Diamond
48,Soraka,13,BOTTOM,1,5,25,7804,10,6132,True,1,False,False,False,False,0,1,0,1,6.55,Diamond
49,Soraka,12,BOTTOM,0,6,5,5470,14,3996,False,0,False,False,False,False,0,0,2,1,6.25,Diamond
50,Taric,11,BOTTOM,1,8,3,6492,44,3919,False,0,False,False,False,False,0,0,1,5,6.0,Diamond
51,Soraka,16,MIDDLE,0,3,21,8652,15,5219,True,0,False,False,False,False,0,1,3,3,5.29,Diamond
52,Soraka,2,NONE,0,0,0,804,0,308,False,0,False,False,False,False,0,0,0,0,12.69,Diamond
53,Soraka,10,NONE,1,2,15,6068,6,3453,True,0,False,False,False,False,0,0,0,0,6.32,Diamond
54,Soraka,13,BOTTOM,0,8,13,7828,29,4854,False,0,False,False,False,False,0,0,1,1,4.97,Diamond
55,Soraka,15,BOTTOM,1,4,18,9395,37,3516,True,1,False,False,False,False,0,1,0,0,5.15,Diamond
56,Soraka,11,BOTTOM,0,4,14,7058,14,3046,True,1,False,False,False,False,0,2,0,4,4.95,Diamond
57,Zyra,16,BOTTOM,7,10,17,13172,81,23829,False,0,False,False,False,False,0,0,3,4,24.53,Diamond
58,Soraka,14,BOTTOM,2,12,17,10179,13,6845,True,0,False,False,False,False,0,0,0,4,6.85,Diamond
59,Senna,14,BOTTOM,6,8,16,11265,44,24642,False,0,False,False,False,False,0,0,1,1,25.56,Diamond
60,Soraka,13,BOTTOM,0,7,24,8731,19,4906,True,1,False,False,False,False,0,1,0,2,4.74,Diamond
61,Akshan,16,MIDDLE,10,7,4,13811,166,18462,False,0,False,False,False,False,0,0,2,2,21.9,Diamond
62,Zilean,14,BOTTOM,1,6,13,8856,52,11500,False,0,False,False,False,False,0,0,3,0,14.37,Diamond
63,Taric,12,BOTTOM,1,6,16,7800,45,5300,True,0,False,False,False,False,0,1,1,1,7.06,Diamond
64,Lulu,13,BOTTOM,2,6,13,7764,20,4516,False,0,False,False,False,False,0,0,1,0,5.49,Diamond
65,Soraka,14,TOP,2,3,20,9043,13,6597,True,1,False,False,False,False,0,1,0,2,7.12,Diamond
66,Sona,15,BOTTOM,2,5,16,9684,28,10870,True,0,False,False,True,False,0,1,1,4,9.32,Diamond
67,Senna,12,BOTTOM,7,4,3,9129,43,13263,False,0,False,False,False,False,0,0,1,0,28.11,Diamond
68,Soraka,13,BOTTOM,3,5,17,8767,29,6406,True,0,False,False,False,False,1,1,0,1,7.68,Diamond
69,Soraka,16,BOTTOM,4,9,24,10469,32,6482,False,0,False,False,False,False,0,0,1,0,5.2,Diamond
70,MissFortune,13,BOTTOM,3,4,7,7994,69,15307,False,0,False,False,False,False,0,0,2,0,19.79,Diamond
71,Soraka,11,BOTTOM,0,2,13,6891,10,4727,False,1,False,False,False,False,0,0,2,5,9.53,Diamond
72,Soraka,10,BOTTOM,2,1,9,6161,9,3351,True,0,False,False,False,False,0,1,0,4,5.27,Diamond
73,Soraka,10,BOTTOM,0,3,2,4701,24,3236,False,0,False,False,False,False,0,0,3,0,9.84,Diamond
74,Soraka,11,TOP,0,3,10,6617,12,3941,True,1,False,False,False,False,0,1,0,4,7.56,Diamond
75,Soraka,14,BOTTOM,2,8,24,10081,22,5947,False,0,False,False,False,False,0,2,1,3,5.1,Diamond
76,Soraka,11,BOTTOM,1,2,11,6595,11,4967,True,0,False,False,True,False,0,0,0,3,8.96,Diamond
77,Soraka,9,NONE,1,1,8,4581,11,2189,True,0,False,False,False,False,0,0,0,2,6.5,Diamond
78,Soraka,10,BOTTOM,0,6,4,4364,6,2213,False,0,False,False,False,False,0,0,2,0,6.02,Diamond
79,Soraka,16,MIDDLE,3,6,23,11129,34,9318,True,2,False,False,False,False,0,1,0,1,6.43,Diamond
80,Soraka,12,BOTTOM,3,3,14,8005,19,4185,True,1,False,False,False,False,0,2,0,3,5.44,Diamond
81,Soraka,13,MIDDLE,1,4,7,8898,157,8964,False,0,True,False,False,False,0,0,2,1,10.98,Diamond
82,Soraka,15,BOTTOM,0,8,9,7934,19,6514,False,0,False,False,False,False,0,0,3,1,6.78,Diamond
83,Soraka,12,BOTTOM,2,0,11,7481,8,3000,True,1,True,False,True,False,1,2,0,5,5.53,Diamond
84,Senna,18,BOTTOM,14,7,21,20969,70,47936,True,3,True,False,False,False,1,1,1,3,31.38,Diamond
85,Soraka,10,BOTTOM,4,2,3,6500,17,3250,False,0,False,False,False,False,0,0,2,4,11.72,Diamond
86,Soraka,11,BOTTOM,0,8,13,6101,13,4425,False,0,False,False,False,False,0,0,1,0,7.07,Diamond
87,Soraka,16,BOTTOM,0,8,23,10008,30,6240,True,1,False,False,False,False,0,1,1,0,4.91,Diamond
88,Soraka,6,NONE,0,1,4,2819,13,1757,False,0,False,False,False,False,0,0,0,0,13.11,Diamond
89,Soraka,13,BOTTOM,0,3,8,7311,24,4996,False,0,False,False,False,False,0,1,1,1,11.36,Diamond
90,Sona,13,JUNGLE,3,4,19,9506,18,9485,True,1,False,False,False,False,0,2,0,5,11.74,Diamond
91,Sona,9,MIDDLE,2,7,3,5312,9,3750,False,0,False,False,False,False,0,0,0,2,9.62,Diamond
92,Sona,12,BOTTOM,1,5,18,6977,12,6313,True,1,False,False,False,False,0,0,0,1,8.4,Diamond
93,Soraka,16,BOTTOM,1,7,26,11516,41,6113,False,0,False,False,False,False,0,0,2,3,4.41,Diamond
94,Soraka,16,BOTTOM,1,1,14,9667,69,6392,False,1,False,False,False,True,0,1,1,0,5.53,Diamond
95,Sona,12,BOTTOM,0,2,6,6559,33,5276,False,0,False,False,False,False,0,0,0,3,9.13,Diamond
96,Soraka,10,BOTTOM,0,4,1,4254,9,2336,False,0,False,False,False,False,0,0,2,0,7.68,Diamond
97,Soraka,14,BOTTOM,1,2,21,9066,29,5259,True,0,False,False,False,False,0,2,0,1,5.16,Diamond
98,Yuumi,14,BOTTOM,1,7,17,9475,4,9075,False,0,False,True,False,False,0,0,1,4,12.26,Diamond
99,Karma,11,JUNGLE,2,5,8,7386,26,5691,False,0,False,False,False,False,0,0,1,1,10.48,Diamond
0,MasterYi,16,JUNGLE,11,10,7,13722,46,34290,False,0,False,False,False,False,0,0,1,3,32.72,Bronze
1,Chogath,15,TOP,8,4,6,12836,150,23678,False,0,False,False,False,True,0,0,1,1,27.79,Bronze
2,Trundle,11,JUNGLE,4,6,2,6501,5,6784,False,0,False,False,False,False,0,0,0,0,17.73,Bronze
3,Trundle,13,JUNGLE,1,9,5,7035,22,10184,False,0,False,False,False,False,0,0,2,0,15.06,Bronze
4,Trundle,18,JUNGLE,3,12,9,12046,23,19299,True,2,False,False,False,False,1,2,0,0,10.93,Bronze
5,Trundle,18,JUNGLE,10,6,20,15512,36,26911,True,1,True,False,False,True,1,1,2,4,16.82,Bronze
6,Trundle,14,JUNGLE,3,8,12,9360,5,9511,True,0,False,False,False,True,0,0,0,2,13.1,Bronze
7,Trundle,15,JUNGLE,5,4,8,12223,39,17072,True,0,False,False,False,True,0,0,0,4,15.23,Bronze
8,Warwick,13,JUNGLE,6,8,6,9552,25,11803,False,0,False,False,False,False,0,0,3,0,20.05,Bronze
9,Warwick,16,JUNGLE,4,12,9,11008,24,14451,False,1,False,False,False,False,0,0,2,0,13.51,Bronze
10,Warwick,16,JUNGLE,11,4,9,13179,37,17190,True,1,False,False,False,False,1,2,0,0,18.1,Bronze
11,Warwick,16,JUNGLE,14,8,15,14383,38,22152,False,1,False,False,False,False,0,0,3,0,22.63,Bronze
12,Warwick,18,JUNGLE,12,15,13,16774,34,17261,True,1,True,False,False,False,0,1,2,0,12.16,Bronze
13,Shyvana,16,JUNGLE,2,4,10,10781,35,9004,True,1,False,False,False,False,0,1,0,2,8.49,Bronze
14,Warwick,18,JUNGLE,15,9,15,17184,41,31977,True,0,False,True,True,False,1,2,1,5,19.81,Bronze
15,MasterYi,16,JUNGLE,6,10,8,11535,9,13603,True,2,False,False,False,False,1,2,0,0,9.47,Bronze
16,Warwick,17,JUNGLE,8,7,8,13106,44,18956,True,2,True,False,False,False,0,0,0,2,13.52,Bronze
17,Warwick,14,JUNGLE,3,8,6,9838,12,11364,True,1,False,True,False,False,1,3,0,0,14.87,Bronze
18,Warwick,18,JUNGLE,10,9,15,14249,51,25535,True,1,False,False,False,False,0,0,4,3,14.47,Bronze
19,Chogath,3,NONE,0,0,0,967,12,519,True,0,False,False,False,False,0,0,0,0,35.48,Bronze
20,LeeSin,3,NONE,0,2,0,2855,0,824,False,0,False,False,False,False,0,0,1,0,3.52,Bronze
21,LeeSin,9,JUNGLE,1,5,4,5254,9,7954,False,0,False,False,False,False,0,0,1,0,17.66,Bronze
22,LeeSin,9,JUNGLE,3,6,3,6163,10,4915,True,0,False,False,False,False,0,0,0,0,10.98,Bronze
23,Graves,8,NONE,0,7,0,4216,13,3537,False,0,False,False,False,False,0,0,1,0,11.84,Bronze
24,Graves,13,JUNGLE,3,10,3,9525,35,19586,False,0,False,False,False,False,0,0,3,0,24.87,Bronze
25,Graves,9,NONE,3,3,1,5919,2,2650,True,0,False,True,False,True,0,0,0,4,6.1,Bronze
26,Chogath,13,TOP,4,9,1,9092,106,5899,False,0,False,False,False,False,0,0,3,0,14.01,Bronze
27,Chogath,11,TOP,2,6,0,5667,78,5970,False,0,False,False,False,False,0,0,2,0,19.74,Bronze
28,MasterYi,16,JUNGLE,6,13,12,13798,31,18878,False,0,False,False,False,False,0,0,2,2,19.28,Bronze
29,Chogath,13,TOP,3,5,2,8885,107,8692,False,0,False,False,False,False,0,0,1,0,13.81,Bronze
30,Zac,9,JUNGLE,2,8,4,5385,12,5594,False,0,False,False,False,False,0,0,1,0,13.95,Bronze
31,Zac,13,JUNGLE,4,0,7,8002,15,5699,True,0,False,False,False,False,0,0,0,0,10.55,Bronze
32,Shyvana,18,JUNGLE,2,13,13,14260,47,26904,False,3,False,False,False,False,1,2,2,3,16.58,Bronze
33,FiddleSticks,14,JUNGLE,2,6,10,9171,18,9979,False,0,False,False,False,False,0,0,3,0,11.49,Bronze
34,Shyvana,10,JUNGLE,2,2,2,6636,8,5235,True,0,False,False,False,False,0,3,0,3,11.49,Bronze
35,Shyvana,16,JUNGLE,10,6,11,13266,49,16148,True,0,True,False,False,False,0,1,0,0,16.5,Bronze
36,Shyvana,11,NONE,6,6,3,7214,7,9816,False,0,False,False,False,False,0,0,0,0,20.72,Bronze
37,Shyvana,12,JUNGLE,3,4,6,8534,13,7293,True,0,False,False,False,False,0,0,0,3,13.15,Bronze
38,Shyvana,11,NONE,9,3,2,9234,13,8990,True,0,False,True,False,False,0,0,0,0,20.18,Bronze
39,Shyvana,13,JUNGLE,3,7,9,8367,13,12956,False,0,False,False,False,False,0,0,3,2,15.71,Bronze
40,Shyvana,17,JUNGLE,9,13,11,14763,23,35805,False,0,False,False,False,False,0,0,2,0,21.02,Bronze
41,Shyvana,16,JUNGLE,8,10,11,11783,21,22764,True,0,False,False,False,False,0,1,0,4,19.77,Bronze
42,MasterYi,14,JUNGLE,9,4,5,10149,18,12780,True,0,False,False,False,True,0,1,0,3,17.27,Bronze
43,MasterYi,12,JUNGLE,2,10,5,8059,22,9209,False,0,False,False,False,True,0,0,2,2,13.89,Bronze
44,MasterYi,12,JUNGLE,4,6,2,8372,15,8591,False,0,False,False,False,False,0,0,1,2,19.85,Bronze
45,MasterYi,15,JUNGLE,7,6,2,12508,42,13785,False,0,False,False,False,True,0,0,0,3,17.53,Bronze
46,MasterYi,11,NONE,6,5,4,8299,15,4715,True,0,True,False,False,False,0,0,0,0,9.46,Bronze
47,MasterYi,10,TOP,6,11,3,7023,20,9435,False,0,False,False,False,False,0,0,2,0,21.1,Bronze
48,MasterYi,11,JUNGLE,2,7,5,7121,15,6703,False,0,False,False,False,False,0,0,1,0,11.6,Bronze
49,Veigar,13,MIDDLE,4,4,5,8791,122,12308,True,0,False,False,False,False,0,0,0,1,17.95,Bronze
50,Karthus,12,JUNGLE,3,5,10,7613,11,9161,True,0,False,False,False,False,0,0,0,0,13.29,Bronze
51,Zac,15,JUNGLE,2,9,9,9927,35,10906,True,2,False,False,False,False,2,2,2,1,8.23,Bronze
52,Urgot,18,TOP,7,8,8,13382,176,24082,True,2,False,False,False,False,0,1,0,1,17.38,Bronze
53,Zac,12,JUNGLE,1,6,8,7632,13,8265,True,0,False,False,False,False,1,1,0,0,12.71,Bronze
54,Nasus,16,TOP,4,2,3,10648,157,10629,True,1,False,False,False,False,0,0,0,2,11.52,Bronze
55,Ornn,16,TOP,3,11,15,10158,135,22950,False,1,False,False,False,False,0,0,1,2,19.54,Bronze
56,Illaoi,15,JUNGLE,4,6,10,9282,140,18660,True,1,True,False,False,True,1,1,0,1,25.04,Bronze
57,Tristana,9,BOTTOM,1,8,1,5514,86,5794,False,0,False,False,False,False,0,0,0,0,19.32,Bronze
58,Zac,14,JUNGLE,1,5,8,8805,20,10450,True,0,False,False,False,False,1,1,0,0,12.17,Bronze
59,Zac,12,JUNGLE,7,4,12,8809,17,11340,True,0,False,False,False,False,1,1,0,0,16.66,Bronze
60,Zac,13,JUNGLE,9,7,5,10966,24,11651,False,0,False,False,False,False,0,0,3,0,15.33,Bronze
61,Sion,14,TOP,4,7,0,10131,137,15832,False,0,False,False,False,True,0,0,2,1,30.39,Bronze
62,Sion,14,TOP,2,6,0,8318,135,6413,False,0,False,False,False,False,0,0,2,1,12.66,Bronze
63,Sion,15,TOP,5,5,3,9493,129,11951,True,1,False,False,False,False,0,1,0,4,14.41,Bronze
64,Hecarim,13,JUNGLE,4,11,11,9693,22,14237,False,0,True,False,False,False,0,0,1,0,18.63,Bronze
65,Hecarim,10,NONE,3,5,3,6705,12,9972,True,0,False,False,False,False,0,0,0,0,20.83,Bronze
66,Hecarim,16,JUNGLE,3,6,17,12162,35,18909,True,1,False,False,False,False,0,1,0,1,12.35,Bronze
67,Jayce,14,TOP,3,13,3,8921,134,17944,False,0,False,False,False,False,0,0,2,1,20.45,Bronze
68,Nautilus,16,BOTTOM,0,11,20,9840,35,12070,True,2,False,False,False,False,0,0,1,0,7.59,Bronze
69,Morgana,11,BOTTOM,1,12,7,5902,17,8087,False,0,False,True,False,False,0,0,2,0,11.9,Bronze
70,Nautilus,15,BOTTOM,5,8,29,12172,39,13936,True,0,False,False,False,False,0,2,0,2,10.35,Bronze
71,Karthus,17,JUNGLE,11,12,13,15956,78,39032,False,0,False,False,False,False,0,0,2,0,31.08,Bronze
72,Hecarim,12,JUNGLE,3,7,3,7203,17,7107,False,0,False,False,False,False,0,0,2,0,12.77,Bronze
73,Ivern,8,NONE,1,6,4,4376,1,3372,False,0,False,False,False,False,0,0,0,0,18.31,Bronze
74,Graves,7,NONE,0,2,1,3331,3,3219,False,0,False,False,False,False,0,0,0,0,16.32,Bronze
75,Hecarim,11,JUNGLE,2,7,1,6362,24,7056,False,0,False,False,False,False,0,0,3,0,19.62,Bronze
76,Karthus,12,JUNGLE,9,13,2,9930,41,24330,False,0,False,False,False,False,0,0,3,0,35.42,Bronze
77,Graves,15,JUNGLE,7,7,8,11416,17,15048,True,1,False,False,False,False,0,0,0,0,13.87,Bronze
78,Graves,9,NONE,2,1,6,5299,7,5124,True,0,True,False,False,False,0,0,0,0,15.85,Bronze
79,Graves,3,NONE,0,0,0,1067,0,0,True,0,False,False,False,False,0,0,0,0,0.0,Bronze
80,Graves,12,JUNGLE,2,9,8,7530,14,9560,False,0,False,False,False,False,0,0,1,0,12.1,Bronze
81,Karthus,13,JUNGLE,9,6,11,11152,29,18818,True,0,False,False,False,False,0,2,0,0,21.63,Bronze
82,Amumu,12,JUNGLE,5,8,8,8366,24,9400,False,0,False,False,False,False,0,0,1,0,18.02,Bronze
83,Ivern,11,JUNGLE,4,4,7,6984,2,8467,True,0,False,False,False,False,0,0,0,0,17.92,Bronze
84,Karthus,16,JUNGLE,15,7,19,15880,34,40542,True,0,True,False,False,False,0,1,0,0,37.21,Bronze
85,Karthus,14,JUNGLE,6,10,9,10660,20,24082,False,0,False,False,False,False,0,0,1,0,28.07,Bronze
86,Hecarim,11,JUNGLE,2,11,5,6742,15,5579,False,0,False,False,False,False,0,0,1,0,11.88,Bronze
87,Rammus,14,JUNGLE,5,5,12,9846,9,15189,True,1,False,False,False,False,0,0,0,0,18.91,Bronze
88,Karthus,18,JUNGLE,16,14,22,18421,38,58043,True,1,True,False,False,False,0,0,0,0,37.77,Bronze
89,Amumu,16,JUNGLE,6,7,13,12420,18,16574,True,2,False,False,False,False,0,1,0,0,16.9,Bronze
90,Karthus,15,JUNGLE,4,5,11,10572,18,16950,True,0,False,False,False,False,0,0,0,0,15.28,Bronze
91,Hecarim,17,JUNGLE,13,10,6,15092,25,24719,False,0,False,False,False,False,0,0,2,0,18.08,Bronze
92,Hecarim,11,JUNGLE,3,9,5,6971,20,10757,False,0,False,False,False,False,0,0,3,0,19.88,Bronze
93,Hecarim,15,JUNGLE,4,6,17,11487,35,21040,True,1,True,False,False,False,0,0,1,1,17.54,Bronze
94,Hecarim,16,JUNGLE,5,12,9,11871,46,9512,True,0,False,False,False,True,0,1,1,1,10.34,Bronze
95,Amumu,18,JUNGLE,12,15,28,17358,53,24633,False,1,False,False,False,False,0,0,2,0,14.7,Bronze
96,Morgana,14,BOTTOM,2,10,18,9032,25,12239,True,1,False,False,False,False,0,1,0,0,9.95,Bronze
97,Hecarim,18,JUNGLE,9,13,22,14328,26,30051,True,1,False,False,False,False,0,0,2,0,17.08,Bronze
98,Amumu,13,JUNGLE,9,5,14,10213,19,19532,True,1,False,False,False,False,0,0,0,0,25.92,Bronze
99,Hecarim,3,NONE,0,0,0,1120,0,0,True,0,False,False,False,False,0,0,0,0,0.0,Bronze
0,Kayle,17,TOP,3,6,9,14337,225,19016,True,0,False,False,False,True,0,1,0,2,25.52,Master
1,Graves,16,TOP,8,7,9,14699,198,23553,False,0,False,False,False,True,0,0,2,5,21.2,Master
2,Jayce,11,NONE,3,2,1,5912,97,6350,True,0,False,False,False,False,0,0,0,1,21.45,Master
3,Kayle,14,TOP,5,4,5,10086,153,9010,True,0,False,False,False,False,0,0,0,3,14.55,Master
4,Qiyana,18,MIDDLE,16,13,8,17665,184,42708,False,0,False,False,False,False,0,0,2,0,35.17,Master
5,Kennen,17,TOP,6,8,14,13721,190,30589,False,1,False,False,False,False,0,0,1,3,25.31,Master
6,Akali,17,TOP,6,8,4,12097,191,25569,True,1,False,False,False,False,0,0,0,0,21.32,Master
7,Jayce,16,TOP,9,7,9,15132,211,25335,True,0,True,False,False,False,0,2,0,1,24.88,Master
8,Jayce,18,TOP,9,6,8,20631,283,36038,False,1,False,False,False,True,0,0,3,4,32.42,Master
9,Graves,16,MIDDLE,5,8,12,13124,178,22475,True,0,False,False,False,False,0,0,0,3,22.41,Master
10,Graves,16,MIDDLE,12,3,4,15290,205,26048,True,1,False,True,False,True,0,1,0,5,30.93,Master
11,Jayce,14,MIDDLE,2,5,6,10262,169,7800,True,1,False,False,False,False,0,1,0,3,12.52,Master
12,Graves,13,MIDDLE,3,11,2,8987,141,13262,False,0,False,False,False,False,0,0,3,2,24.55,Master
13,Graves,16,TOP,8,10,10,12411,155,28773,True,1,False,False,False,False,0,1,0,3,26.35,Master
14,Kennen,15,TOP,4,5,10,10618,161,15153,True,1,False,False,False,False,0,0,0,1,14.69,Master
15,Graves,12,TOP,3,3,0,9067,152,8714,False,0,False,True,False,False,0,0,1,0,19.63,Master
16,Akali,16,TOP,5,10,6,12738,203,18731,False,0,False,False,False,False,0,0,1,1,22.47,Master
17,Graves,18,JUNGLE,12,3,6,17498,236,26539,True,1,False,False,True,False,1,1,1,5,31.25,Master
18,Irelia,13,TOP,0,9,1,8188,175,10166,False,0,False,False,False,False,0,0,1,0,19.92,Master
19,Kennen,15,TOP,1,4,1,12001,230,13875,False,0,False,False,True,False,0,0,1,5,26.2,Master
20,Kennen,16,TOP,10,3,4,12293,167,19041,True,1,False,False,False,False,0,0,0,0,20.2,Master
21,Jayce,15,TOP,1,7,2,11307,182,13545,False,0,False,False,True,False,0,0,2,2,15.18,Master
22,Jayce,3,NONE,0,0,0,981,15,926,True,0,False,False,False,False,0,0,0,0,59.7,Master
23,Xayah,10,NONE,0,5,4,5977,116,8283,False,0,False,False,False,False,0,0,2,3,24.4,Master
24,Jayce,16,TOP,4,5,1,14137,246,14680,False,0,False,False,False,False,0,0,1,3,16.08,Master
25,Jayce,18,JUNGLE,14,4,8,22399,300,51508,True,2,False,False,False,False,0,1,4,2,29.32,Master
26,Jayce,12,TOP,3,9,0,8398,114,9155,False,0,False,False,False,False,0,0,0,0,15.34,Master
27,Rengar,18,JUNGLE,11,10,1,16963,227,30776,True,1,False,False,False,False,1,1,0,4,21.32,Master
28,Irelia,17,MIDDLE,3,9,4,15688,272,20751,False,0,False,False,False,False,0,0,1,1,27.71,Master
29,Jayce,14,TOP,4,9,5,9531,168,16233,False,0,False,False,False,False,0,0,1,1,27.81,Master
30,Jayce,18,TOP,12,9,11,16194,205,33280,True,1,False,False,False,False,0,0,1,5,30.28,Master
31,Jayce,15,TOP,9,5,4,12001,142,18521,True,1,False,False,False,False,0,0,0,1,22.92,Master
32,Jayce,16,TOP,13,3,8,15497,195,31326,True,0,False,False,False,True,0,1,0,4,38.62,Master
33,Jayce,17,TOP,1,13,5,14033,203,32531,False,1,False,False,False,False,1,2,1,3,23.83,Master
34,Jayce,15,TOP,9,2,8,14381,184,23573,True,1,False,True,True,False,0,1,0,8,29.7,Master
35,Jayce,14,TOP,5,10,5,11206,162,20711,False,0,False,False,False,False,0,0,5,0,21.04,Master
36,Gwen,13,TOP,3,9,1,8406,144,18441,False,0,False,False,False,False,0,0,2,0,23.81,Master
37,Irelia,17,MIDDLE,7,7,4,16588,256,20053,False,1,False,False,False,False,0,1,1,3,19.1,Master
38,Jayce,14,JUNGLE,7,4,7,10286,131,16253,True,0,False,False,False,False,0,0,0,1,24.14,Master
39,Jayce,17,TOP,6,9,6,13259,196,21308,False,1,False,False,False,False,0,0,2,2,24.86,Master
40,Jayce,14,TOP,11,6,1,11593,143,18467,True,0,False,False,False,False,0,0,0,5,32.35,Master
41,Akali,10,TOP,2,11,4,6437,78,8496,True,0,False,False,False,False,0,0,0,3,17.46,Master
42,Aatrox,16,MIDDLE,10,10,6,14996,179,30771,False,0,False,False,False,False,0,0,1,1,19.61,Master
43,Jayce,15,TOP,7,5,7,13148,185,13913,True,1,False,False,False,False,0,2,0,3,22.4,Master
44,Jayce,12,TOP,2,6,0,7138,152,13732,False,0,False,False,False,False,0,0,0,0,27.65,Master
45,Jayce,16,TOP,8,5,6,12517,161,27152,True,1,False,False,False,False,0,0,0,4,32.29,Master
46,Irelia,13,MIDDLE,5,4,1,8717,165,12450,False,0,False,False,False,False,0,0,2,0,32.38,Master
47,Kayle,15,TOP,2,4,2,10105,218,10141,False,0,False,False,False,False,0,0,2,5,27.16,Master
48,Jayce,14,TOP,3,5,8,9279,165,19442,False,0,False,False,False,False,0,0,1,3,33.74,Master
49,Kennen,16,TOP,5,4,10,13551,193,18130,True,1,True,False,False,False,0,0,0,3,17.52,Master
50,Jayce,16,TOP,9,7,3,14671,190,25226,False,0,False,False,True,False,0,0,1,5,24.06,Master
51,Irelia,12,TOP,2,7,3,6879,138,14909,False,0,False,False,False,False,0,0,1,0,29.57,Master
52,Jayce,18,TOP,5,14,7,17072,259,43647,True,0,False,False,False,False,1,2,1,1,23.35,Master
53,Jayce,16,MIDDLE,16,5,3,17430,174,27714,True,1,False,False,False,True,1,1,0,4,30.76,Master
54,Irelia,16,TOP,5,9,2,12714,219,16785,False,0,False,False,False,False,0,0,1,2,17.31,Master
55,Jayce,16,TOP,3,4,4,11589,191,17172,True,1,False,False,False,False,0,0,0,1,24.77,Master
56,Kayle,12,TOP,0,10,1,6149,114,8032,False,0,False,False,False,False,0,0,0,0,20.84,Master
57,Singed,17,TOP,4,9,12,13378,167,22157,True,1,False,False,False,False,0,0,0,2,25.11,Master
58,Zeri,15,TOP,2,7,5,11976,205,8166,True,1,False,True,False,False,0,0,0,0,12.31,Master
59,Jayce,15,MIDDLE,15,7,9,13635,129,21991,True,1,False,False,False,False,1,1,0,0,24.91,Master
60,Irelia,10,NONE,1,6,0,5256,97,3551,False,0,False,False,False,False,0,0,0,2,16.88,Master
