,ChampionName,ChampionLevel,Lane,Kills,Deaths,Assists,Gold_Earned,Total_Minions_Killed,Total_damages_to_champs,Win/Lose,TeamBaronKills,FirstBloodAssist,FirstBloodKill,FirstTowerAssist,FirstTowerKill,InhibitorKills,InhibitorTakedowns,InhibitorsLost,TurretPlatesTaken,TotalDamageDealtToChampions_Percentage,Date,rank
90,Gragas,13,TOP,2,5,1,7158,153,12486,False,0,False,False,False,False,0,0,2,0,35.52,3/5/2022,Challenger
91,Gragas,13,TOP,1,11,11,8483,152,22218,False,0,False,False,False,False,0,0,2,1,24.24,3/4/2022,Challenger
92,Jayce,14,MIDDLE,1,6,0,9059,198,12807,False,0,False,False,False,False,0,0,2,1,25.46,3/3/2022,Challenger
93,LeeSin,16,JUNGLE,21,1,13,17055,71,36877,True,1,False,False,False,False,0,2,0,0,44.23,3/1/2022,Challenger
94,Sett,16,TOP,10,8,4,15245,194,21945,True,1,False,False,False,True,1,1,0,5,22.52,2/26/2022,Challenger
0,Samira,16,BOTTOM,7,6,4,12511,141,19667,True,1,False,False,False,False,0,0,0,0,12.31,4/16/2022,Iron
1,Leblanc,16,BOTTOM,8,6,9,12413,100,25147,True,1,False,False,False,False,0,2,0,3,19.83,4/16/2022,Iron
2,Janna,14,BOTTOM,2,6,13,7201,8,5553,False,0,False,False,False,False,0,0,5,0,7.57,4/15/2022,Iron
3,Lulu,9,NONE,0,0,5,3500,2,1663,False,0,False,False,False,False,0,0,0,0,9.07,4/15/2022,Iron
4,LeeSin,18,JUNGLE,4,6,8,13424,70,17307,False,0,False,False,False,False,0,0,1,0,17.11,4/15/2022,Iron
5,Samira,12,BOTTOM,0,8,4,7749,134,5535,False,0,False,False,False,False,0,0,0,1,8.13,4/15/2022,Iron
6,Katarina,13,MIDDLE,3,7,1,8146,106,10635,False,0,False,False,False,False,0,0,0,1,15.67,4/14/2022,Iron
7,Janna,16,BOTTOM,1,8,9,11315,29,5326,True,2,False,False,True,False,0,1,4,5,3.92,4/14/2022,Iron
8,Twitch,6,NONE,0,0,1,3683,47,704,False,0,False,False,False,False,0,0,0,0,4.15,4/14/2022,Iron
9,LeeSin,15,JUNGLE,5,6,1,11606,74,10752,False,0,False,False,False,False,0,0,3,0,12.35,4/14/2022,Iron
10,Ashe,10,BOTTOM,2,6,5,5547,74,5280,False,0,False,False,False,False,0,0,2,0,12.84,4/14/2022,Iron
11,Caitlyn,18,BOTTOM,18,6,14,24096,348,33575,False,0,False,True,False,False,0,0,5,0,18.54,4/14/2022,Iron
12,Samira,14,BOTTOM,5,3,7,10642,152,17279,True,1,False,False,False,False,1,1,0,2,26.36,4/14/2022,Iron
13,Samira,18,BOTTOM,12,12,8,17423,215,30181,False,1,False,False,False,False,0,0,4,2,27.22,4/13/2022,Iron
14,LeeSin,11,JUNGLE,0,7,1,5690,27,5662,False,0,False,False,False,False,0,0,2,0,20.12,4/13/2022,Iron
15,Samira,7,NONE,0,3,1,3486,51,1667,True,0,False,False,False,False,0,0,0,1,6.95,4/13/2022,Iron
16,Samira,11,BOTTOM,4,4,3,7569,117,9064,False,0,False,False,False,False,0,0,0,0,21.17,4/13/2022,Iron
17,LeeSin,17,JUNGLE,1,7,5,11973,79,9780,False,0,False,False,False,False,0,0,4,0,10.23,4/13/2022,Iron
18,LeeSin,10,NONE,2,7,0,5310,16,4251,False,0,False,False,False,False,0,0,3,0,14.09,4/12/2022,Iron
19,LeeSin,12,JUNGLE,3,2,1,7635,16,4687,False,0,False,False,False,False,0,0,0,0,15.35,4/12/2022,Iron
20,LeeSin,11,JUNGLE,4,6,0,7527,9,9061,False,0,False,False,False,False,0,0,0,0,27.85,4/12/2022,Iron
21,LeeSin,10,NONE,4,7,1,6601,6,6756,False,0,False,False,False,False,0,0,0,0,21.2,4/12/2022,Iron
22,Graves,9,JUNGLE,0,0,0,6262,97,857,True,0,False,False,False,False,0,0,0,2,1.69,4/12/2022,Iron
23,Zeri,12,BOTTOM,2,10,3,8818,146,6775,False,0,False,False,False,False,0,0,2,1,10.2,4/12/2022,Iron
24,Jinx,14,BOTTOM,7,10,3,11686,124,17509,False,0,False,False,False,False,0,0,3,1,22.46,4/10/2022,Iron
25,Samira,18,BOTTOM,26,7,10,27574,323,77636,False,1,False,True,False,False,0,0,4,0,47.93,4/10/2022,Iron
26,Samira,15,BOTTOM,11,12,10,13538,144,23721,False,0,False,False,False,False,0,1,1,1,25.73,4/9/2022,Iron
27,Samira,14,BOTTOM,10,7,1,13062,217,22912,False,0,False,True,False,False,1,1,1,1,26.88,4/9/2022,Iron
28,Yuumi,8,BOTTOM,0,4,2,4350,2,2886,False,0,False,False,False,False,0,0,0,1,10.35,4/9/2022,Iron
29,Samira,10,NONE,3,5,1,6718,98,6515,False,0,False,False,False,False,0,0,2,2,24.96,4/8/2022,Iron
30,Samira,10,BOTTOM,2,1,0,7813,170,5396,False,0,False,False,False,False,0,0,0,0,12.15,4/8/2022,Iron
31,Jinx,10,BOTTOM,3,6,3,6422,79,8663,False,0,False,False,False,False,0,0,3,0,20.63,4/8/2022,Iron
32,Nidalee,10,JUNGLE,1,6,3,6054,4,5856,False,0,False,False,False,False,0,0,1,0,11.69,4/7/2022,Iron
33,Nidalee,18,JUNGLE,11,10,12,15642,38,32587,False,1,False,False,False,False,0,0,6,0,24.68,4/7/2022,Iron
34,Nidalee,18,JUNGLE,7,7,3,17162,44,17506,False,2,False,False,False,False,0,0,5,2,10.89,4/6/2022,Iron
35,Jinx,7,NONE,0,2,1,3487,40,2350,False,0,False,False,False,False,0,0,0,1,13.25,4/4/2022,Iron
36,Azir,11,NONE,2,1,1,5338,79,3372,True,0,False,False,False,False,0,0,0,1,7.03,4/4/2022,Iron
37,Nami,10,BOTTOM,0,0,9,5945,10,4874,True,0,False,False,False,False,0,1,0,0,8.39,4/4/2022,Iron
38,Soraka,14,BOTTOM,2,4,9,8042,29,5541,True,1,False,False,False,False,0,1,0,0,6.52,4/4/2022,Iron
39,Jinx,14,BOTTOM,4,9,6,10535,112,12438,True,1,False,False,False,False,1,1,0,0,12.21,4/4/2022,Iron
40,Soraka,16,BOTTOM,3,7,22,9446,29,8200,True,0,False,False,False,False,0,1,1,1,7.15,4/4/2022,Iron
41,Yuumi,13,BOTTOM,1,0,20,6945,7,4050,True,0,False,False,False,False,0,0,0,1,5.46,4/3/2022,Iron
42,Kayle,15,TOP,3,7,4,10493,90,5590,True,2,False,False,False,False,0,0,2,0,4.36,4/3/2022,Iron
43,Hecarim,13,JUNGLE,1,3,3,8007,26,4561,False,0,False,False,False,False,0,0,3,0,5.2,4/3/2022,Iron
44,Ahri,14,MIDDLE,2,2,1,9748,143,6873,True,0,False,False,False,False,0,0,0,2,6.22,4/3/2022,Iron
45,Caitlyn,10,BOTTOM,1,8,2,5909,80,9103,False,0,False,False,False,False,0,0,0,0,21.53,4/3/2022,Iron
46,Vayne,16,BOTTOM,9,10,4,14563,164,19284,True,1,False,False,False,False,0,0,2,3,14.86,4/3/2022,Iron
47,Kaisa,2,NONE,0,0,0,826,9,799,False,0,False,False,False,False,0,0,0,0,34.54,4/3/2022,Iron
48,Jinx,11,BOTTOM,3,5,3,7675,118,12933,False,0,False,False,False,False,0,0,3,1,25.75,4/3/2022,Iron
49,Ivern,12,BOTTOM,0,0,6,6623,16,4997,True,1,False,False,False,False,0,1,0,0,9.33,4/2/2022,Iron
50,Vayne,11,BOTTOM,1,10,1,6231,70,3055,False,0,False,False,False,False,0,0,2,2,5.13,4/2/2022,Iron
51,Kaisa,17,BOTTOM,15,6,7,16856,182,32557,False,1,False,False,False,False,0,0,4,0,22.08,4/2/2022,Iron
52,Kaisa,3,NONE,0,0,0,845,8,658,False,0,False,False,False,False,0,0,0,0,23.62,4/2/2022,Iron
53,Zeri,16,BOTTOM,6,14,3,16166,243,23461,False,0,False,True,False,False,0,0,1,2,13.04,3/30/2022,Iron
54,Zeri,8,NONE,0,3,0,4035,79,3641,False,0,False,False,False,False,0,0,0,0,17.67,3/30/2022,Iron
55,Tristana,9,BOTTOM,2,4,4,5570,70,5528,False,0,False,False,False,False,0,0,0,0,27.53,3/30/2022,Iron
56,Yuumi,16,BOTTOM,5,4,37,11441,1,11201,True,1,False,False,False,False,0,1,0,0,9.47,3/29/2022,Iron
57,Yuumi,10,MIDDLE,0,4,4,5174,3,4479,False,0,False,False,False,False,0,0,0,1,9.85,3/29/2022,Iron
58,Caitlyn,1,NONE,0,1,0,1549,1,180,False,0,False,False,False,False,0,0,0,0,1.79,3/27/2022,Iron
59,Yuumi,13,BOTTOM,2,3,10,8209,3,9874,False,0,False,False,False,False,0,0,1,0,12.56,3/27/2022,Iron
60,Ashe,11,BOTTOM,2,0,5,7139,98,6494,True,0,False,False,False,False,0,0,0,1,14.76,3/25/2022,Iron
61,Yuumi,15,BOTTOM,2,3,26,9358,5,10367,True,0,False,False,False,False,0,0,1,0,8.63,3/25/2022,Iron
62,Pantheon,13,BOTTOM,1,10,2,7114,36,9172,False,0,False,False,False,False,0,0,3,0,11.03,3/24/2022,Iron
63,Yuumi,11,BOTTOM,0,0,15,7138,7,8283,True,0,False,False,False,False,0,2,0,0,10.57,3/24/2022,Iron
64,Yuumi,9,BOTTOM,1,7,10,5680,0,4527,False,0,False,False,False,False,0,0,2,0,9.96,3/24/2022,Iron
65,Twitch,18,BOTTOM,25,7,7,21668,199,63056,True,0,False,False,False,False,1,1,0,3,34.46,3/23/2022,Iron
66,Twitch,12,BOTTOM,6,7,7,9126,72,15422,True,0,False,False,False,False,0,0,0,0,15.1,3/23/2022,Iron
67,Kalista,11,BOTTOM,4,2,2,7832,118,7409,True,0,False,False,False,False,1,1,0,3,12.04,3/23/2022,Iron
68,Kalista,14,BOTTOM,2,6,5,10752,161,12962,True,0,False,False,False,False,0,0,0,0,11.14,3/23/2022,Iron
69,Leblanc,13,BOTTOM,4,11,8,8564,54,14919,False,0,False,False,False,False,0,0,2,0,24.87,3/22/2022,Iron
70,Kindred,15,BOTTOM,7,11,6,12700,105,20000,True,0,False,False,False,False,0,0,1,1,16.25,3/21/2022,Iron
71,Alistar,13,MIDDLE,2,7,14,7953,44,7541,True,1,False,True,False,False,0,1,0,1,10.34,3/20/2022,Iron
72,Leblanc,17,MIDDLE,5,5,5,10105,151,17200,False,0,False,False,False,False,0,0,2,0,20.41,3/20/2022,Iron
73,Leblanc,13,TOP,7,5,4,9084,104,11876,False,0,False,False,False,False,0,0,1,2,20.75,3/20/2022,Iron
74,Katarina,17,MIDDLE,4,16,14,12375,132,20807,True,1,False,True,False,False,0,0,4,1,14.92,3/19/2022,Iron
75,Leblanc,13,TOP,8,2,1,8356,109,15910,True,0,False,False,False,False,0,0,0,0,26.51,3/19/2022,Iron
76,Leblanc,12,MIDDLE,3,2,0,7295,113,5801,True,0,False,False,False,False,0,0,0,1,7.45,3/19/2022,Iron
77,Vex,15,MIDDLE,6,9,13,10169,111,21536,True,1,False,False,False,False,0,2,0,0,21.37,3/18/2022,Iron
78,Katarina,18,MIDDLE,13,8,6,17294,201,30917,True,1,False,False,False,False,1,1,0,1,24.3,3/18/2022,Iron
79,Leblanc,18,MIDDLE,14,5,9,16939,191,45441,False,0,False,False,False,False,0,0,2,2,27.03,3/18/2022,Iron
80,Jayce,11,NONE,2,3,7,6781,87,7977,True,0,False,False,False,False,0,0,0,4,16.4,3/18/2022,Iron
81,Leblanc,16,MIDDLE,17,4,10,14448,162,26942,True,1,False,False,False,False,0,1,0,2,22.05,3/18/2022,Iron
82,Anivia,18,MIDDLE,6,6,6,14190,173,20124,False,0,False,False,False,False,0,0,3,0,14.86,3/17/2022,Iron
83,Irelia,12,TOP,5,6,1,8386,142,7546,True,0,False,True,False,False,0,0,0,0,19.11,3/17/2022,Iron
84,Irelia,11,NONE,3,1,0,6537,117,4021,True,0,False,False,False,True,0,0,0,5,16.25,3/17/2022,Iron
85,Irelia,13,TOP,4,10,7,8151,144,14178,False,0,False,False,False,False,0,0,3,3,25.25,3/17/2022,Iron
86,Soraka,4,BOTTOM,0,0,0,5135,0,836,False,0,False,False,False,False,0,0,4,0,1.06,3/17/2022,Iron
87,Cassiopeia,15,BOTTOM,11,1,7,14124,164,15861,True,1,False,False,False,False,2,2,0,2,16.19,2/21/2022,Iron
88,Kassadin,17,BOTTOM,12,6,3,14086,199,31770,True,0,False,False,False,False,0,0,0,0,26.67,2/21/2022,Iron
89,Lucian,11,BOTTOM,2,3,6,7196,126,9482,True,0,False,False,False,False,0,0,0,0,16.83,2/21/2022,Iron
90,Tristana,15,BOTTOM,5,11,9,11062,162,18767,False,0,False,False,False,False,0,0,3,1,16.51,2/20/2022,Iron
91,Aphelios,9,NONE,1,3,1,4270,71,4183,False,0,False,False,False,False,0,0,0,1,18.49,2/18/2022,Iron
92,Jhin,16,BOTTOM,4,12,4,12153,135,11999,False,1,False,False,False,False,0,0,1,1,7.03,2/18/2022,Iron
93,Kassadin,18,BOTTOM,21,16,5,23203,200,72963,True,1,False,False,False,False,0,0,3,0,32.82,2/18/2022,Iron
94,Senna,12,BOTTOM,1,4,2,6895,103,11172,False,0,False,False,False,False,0,0,0,0,18.01,2/18/2022,Iron
95,Ashe,10,BOTTOM,0,5,4,5071,54,6513,True,0,False,False,False,False,0,0,0,0,9.6,2/18/2022,Iron
96,Vayne,13,MIDDLE,1,11,5,6872,82,7397,False,0,False,False,False,False,0,0,2,0,9.52,2/18/2022,Iron
97,Kassadin,11,BOTTOM,4,7,5,7606,95,9619,True,0,False,False,False,False,0,0,0,0,13.04,2/17/2022,Iron
98,Kaisa,3,NONE,1,0,0,1311,16,408,True,0,False,False,False,False,0,0,0,0,18.54,2/17/2022,Iron
0,Caitlyn,12,BOTTOM,2,7,6,8236,145,8849,False,0,False,False,False,False,0,0,3,1,14.45,4/14/2022,Silver
1,Tristana,12,BOTTOM,4,5,5,9112,133,12473,False,0,False,False,False,False,0,0,2,1,21.49,4/14/2022,Silver
2,MissFortune,16,BOTTOM,7,6,4,14044,229,18285,True,1,False,False,False,False,1,1,0,1,18.36,4/14/2022,Silver
3,MissFortune,18,BOTTOM,8,13,14,16997,228,25991,False,0,False,False,False,False,0,0,4,1,16.29,4/14/2022,Silver
4,Lux,15,BOTTOM,7,3,19,11005,54,24684,True,0,False,False,False,False,0,1,0,2,20.33,4/12/2022,Silver
5,Lux,9,NONE,2,2,6,4850,41,7771,False,0,False,False,False,False,0,0,0,0,28.86,4/12/2022,Silver
6,Jinx,17,BOTTOM,16,6,3,18366,210,31234,False,1,False,False,False,False,0,0,2,1,26.92,4/12/2022,Silver
7,Jinx,17,BOTTOM,9,8,10,16683,222,39810,False,0,True,False,False,False,0,1,1,4,26.57,4/11/2022,Silver
8,Tristana,14,BOTTOM,14,6,3,13286,184,21563,False,0,False,False,False,False,0,0,2,1,30.57,4/11/2022,Silver
9,Jinx,14,BOTTOM,2,8,12,9309,141,16535,False,0,False,False,False,False,0,0,2,1,20.05,4/11/2022,Silver
10,Jinx,15,BOTTOM,13,5,9,14351,176,25986,True,0,False,False,False,False,1,1,0,2,27.37,4/11/2022,Silver
11,Jinx,18,BOTTOM,9,7,11,19078,274,32382,False,1,False,False,False,False,0,1,1,0,23.54,4/11/2022,Silver
12,Jinx,18,BOTTOM,22,11,14,23041,273,48143,False,1,True,False,False,True,1,2,2,7,31.21,4/11/2022,Silver
13,Jinx,17,BOTTOM,7,7,14,16020,199,22529,True,1,False,False,False,False,1,1,0,1,19.11,4/11/2022,Silver
14,Lux,16,BOTTOM,7,4,20,12081,49,26110,True,2,False,False,False,False,0,2,0,1,20.54,4/11/2022,Silver
15,Velkoz,14,BOTTOM,3,12,6,9618,40,20193,False,0,False,False,False,False,0,0,1,1,21.44,4/11/2022,Silver
16,Velkoz,14,BOTTOM,9,3,13,11699,61,22620,True,0,False,False,False,False,0,1,0,3,19.49,4/10/2022,Silver
17,Lux,8,NONE,1,2,6,5287,17,4529,True,0,False,False,False,False,0,0,0,3,14.08,4/10/2022,Silver
18,Jinx,12,BOTTOM,7,6,4,8701,120,11420,False,0,False,False,False,False,0,0,2,4,20.42,4/10/2022,Silver
19,Kaisa,14,BOTTOM,3,5,9,10703,169,24601,False,0,True,False,False,True,0,0,1,5,27.05,4/10/2022,Silver
20,Kaisa,16,BOTTOM,8,5,11,12930,180,23426,True,0,False,False,False,False,0,1,0,0,22.44,4/10/2022,Silver
21,Ashe,14,BOTTOM,1,7,4,8955,181,6667,False,0,False,False,False,False,0,0,2,1,11.44,4/10/2022,Silver
22,Jinx,18,BOTTOM,7,6,16,18313,245,23498,True,2,False,True,False,False,2,2,0,2,15.39,4/10/2022,Silver
23,Jinx,15,BOTTOM,11,3,8,13622,156,20292,True,1,False,False,False,False,0,0,0,4,29.87,4/10/2022,Silver
24,Twitch,11,BOTTOM,10,3,4,10423,123,14343,True,0,False,True,False,False,0,0,0,1,28.5,4/10/2022,Silver
25,Twitch,10,NONE,10,3,4,7786,74,12169,True,0,False,False,False,False,0,0,0,2,28.39,4/10/2022,Silver
26,Caitlyn,15,BOTTOM,6,2,9,13519,189,16784,True,0,False,False,False,True,2,2,0,2,19.46,4/10/2022,Silver
27,Jinx,13,BOTTOM,11,3,6,12457,157,20210,True,0,False,False,False,False,1,2,0,3,24.2,4/10/2022,Silver
28,Caitlyn,18,BOTTOM,19,8,14,25324,297,58112,True,3,False,False,False,False,3,4,2,0,24.85,4/9/2022,Silver
29,Jinx,17,BOTTOM,15,8,11,18933,228,44419,False,1,False,False,False,False,0,0,2,2,37.39,4/9/2022,Silver
30,Jinx,18,BOTTOM,18,6,9,21542,254,42057,True,1,False,False,False,False,1,3,0,3,27.98,4/9/2022,Silver
31,Ashe,16,BOTTOM,12,2,18,14741,172,17317,True,1,False,False,False,False,1,1,0,4,16.25,4/7/2022,Silver
32,Lux,14,BOTTOM,3,5,14,10089,39,15841,True,1,False,False,False,False,1,2,0,5,13.15,4/6/2022,Silver
33,Jinx,18,BOTTOM,30,12,13,29364,331,74194,False,0,False,False,False,False,0,0,9,4,33.23,4/6/2022,Silver
34,Quinn,11,NONE,6,2,4,6833,94,11682,True,0,False,False,False,False,0,0,0,2,34.42,4/6/2022,Silver
35,Caitlyn,12,BOTTOM,3,9,5,9444,153,10029,False,0,False,False,False,False,0,0,3,2,17.56,4/5/2022,Silver
36,Lux,15,MIDDLE,3,4,9,9219,151,13688,True,1,False,False,False,False,0,0,0,0,12.75,4/5/2022,Silver
37,Kaisa,18,BOTTOM,12,6,15,17855,262,61853,True,1,False,False,False,False,0,1,2,2,39.16,4/2/2022,Silver
38,Ashe,13,BOTTOM,7,3,12,11654,152,16049,True,0,False,False,False,False,0,0,0,1,20.91,4/2/2022,Silver
39,Caitlyn,16,BOTTOM,8,7,10,15144,223,32371,False,0,False,False,True,False,0,0,3,5,27.59,4/2/2022,Silver
40,Jinx,16,BOTTOM,6,4,11,14031,185,21885,True,1,True,False,False,False,1,1,0,3,19.98,4/2/2022,Silver
41,Jhin,17,BOTTOM,8,6,12,12621,164,27717,False,0,True,False,False,False,0,0,3,0,25.42,3/31/2022,Silver
42,Caitlyn,11,BOTTOM,7,13,5,9913,100,13512,False,0,False,True,False,False,0,0,1,2,25.31,3/31/2022,Silver
43,Jinx,18,BOTTOM,7,5,10,16701,261,30226,False,0,False,False,False,False,0,0,5,1,18.83,3/31/2022,Silver
44,Jhin,16,BOTTOM,9,13,8,13842,137,16787,False,1,False,False,False,False,0,0,3,1,13.59,3/30/2022,Silver
45,Ashe,18,BOTTOM,5,11,20,16666,228,27847,False,0,False,False,False,False,0,0,5,1,14.54,3/30/2022,Silver
46,Ezreal,18,BOTTOM,10,7,15,17556,203,34169,True,2,False,False,False,False,1,1,2,1,26.97,3/30/2022,Silver
47,Jinx,18,BOTTOM,16,1,5,19280,296,36135,True,0,False,False,False,False,0,1,0,1,33.5,3/27/2022,Silver
48,Ashe,16,BOTTOM,11,10,17,15779,149,27774,False,0,False,False,False,False,0,0,1,2,24.35,3/26/2022,Silver
49,Caitlyn,18,BOTTOM,10,6,15,19680,276,37727,False,2,False,False,False,False,0,0,3,2,28.41,3/26/2022,Silver
50,Tristana,18,BOTTOM,18,9,12,21050,222,41868,True,1,False,False,False,False,1,3,0,4,28.2,3/24/2022,Silver
51,Zeri,7,NONE,1,1,2,3868,65,1756,True,0,False,False,False,False,0,0,0,3,10.28,3/23/2022,Silver
52,Jinx,13,BOTTOM,4,7,10,11189,128,11287,False,0,False,False,False,False,0,0,2,2,14.65,3/23/2022,Silver
53,Kaisa,8,NONE,4,3,5,5184,12,6647,True,0,False,False,False,False,0,0,0,2,16.58,3/23/2022,Silver
54,Lux,15,BOTTOM,11,4,18,13008,41,26738,True,1,False,False,True,False,0,2,0,2,20.42,3/21/2022,Silver
55,Jhin,18,BOTTOM,18,7,13,21159,228,43256,False,1,True,False,False,False,1,1,3,1,31.7,3/21/2022,Silver
56,XinZhao,17,JUNGLE,9,9,19,15105,54,23396,True,0,False,False,False,False,0,1,1,2,16.23,3/21/2022,Silver
57,Ashe,13,BOTTOM,2,6,10,9053,142,12952,False,0,False,False,False,False,0,0,2,3,19.75,3/21/2022,Silver
58,Jinx,14,BOTTOM,3,8,4,10422,172,15301,False,0,False,False,False,False,0,0,2,1,18.2,3/20/2022,Silver
59,Jinx,17,BOTTOM,15,10,10,18536,216,35136,False,0,False,False,False,False,0,0,5,0,43.43,3/20/2022,Silver
60,Kaisa,16,BOTTOM,10,4,11,14584,221,26916,True,0,False,False,False,False,0,1,0,1,25.92,3/20/2022,Silver
61,Ashe,16,BOTTOM,11,6,13,15181,163,20198,False,0,False,False,False,False,0,0,3,1,20.85,3/20/2022,Silver
62,Quinn,14,TOP,1,5,4,8138,169,9641,False,0,False,False,False,False,0,0,2,0,17.99,3/19/2022,Silver
63,Lux,14,BOTTOM,9,10,11,12257,50,23036,False,0,False,False,False,False,0,0,3,2,21.6,3/19/2022,Silver
64,Blitzcrank,11,BOTTOM,4,10,6,7007,27,7516,False,0,False,False,False,False,0,0,1,0,13.91,3/19/2022,Silver
65,Lucian,11,BOTTOM,1,3,1,6597,143,5108,False,0,False,False,False,False,0,0,3,0,13.77,3/19/2022,Silver
66,Ashe,14,BOTTOM,7,1,13,12827,176,20146,True,0,False,False,False,False,0,1,1,3,22.51,3/19/2022,Silver
67,Jinx,11,BOTTOM,2,0,10,8015,145,8193,True,0,False,False,False,False,0,1,0,4,16.24,3/18/2022,Silver
68,Teemo,14,TOP,3,8,5,9225,151,17184,False,0,False,False,False,False,0,0,1,2,29.28,3/18/2022,Silver
69,XinZhao,16,JUNGLE,6,8,12,12511,28,16755,True,1,False,False,False,True,1,1,0,2,13.49,3/18/2022,Silver
70,Lux,8,NONE,1,2,3,4169,20,4681,False,0,False,False,False,False,0,0,0,4,21.82,3/18/2022,Silver
71,Caitlyn,18,BOTTOM,8,7,7,15845,215,26841,True,1,False,False,False,False,0,1,1,2,18.79,3/17/2022,Silver
72,Kaisa,18,BOTTOM,8,8,9,15782,237,28293,False,0,True,False,False,False,0,0,3,2,20.91,3/14/2022,Silver
73,Kaisa,18,MIDDLE,11,13,5,18502,234,37931,True,0,False,False,False,False,0,1,0,2,30.18,3/14/2022,Silver
74,Caitlyn,12,BOTTOM,1,6,5,7349,151,9788,False,0,False,False,False,False,0,0,1,1,17.68,3/13/2022,Silver
75,Kaisa,17,MIDDLE,8,2,5,14677,277,35575,False,0,False,False,False,False,0,0,2,0,31.67,3/13/2022,Silver
76,Kaisa,17,BOTTOM,6,6,12,15142,273,26468,False,0,False,False,False,False,0,0,4,1,25.92,3/12/2022,Silver
77,Kaisa,12,BOTTOM,5,5,12,8253,29,12556,True,0,False,False,False,False,0,0,0,1,16.3,3/12/2022,Silver
78,Caitlyn,16,BOTTOM,8,2,7,15119,231,18066,True,1,False,False,False,False,1,2,0,2,20.32,3/11/2022,Silver
79,Caitlyn,14,BOTTOM,0,1,1,7965,198,6592,False,0,False,False,False,False,0,0,3,0,12.05,3/11/2022,Silver
80,Teemo,11,NONE,4,2,0,7198,129,16531,True,0,False,False,False,False,0,0,0,5,42.53,3/11/2022,Silver
81,Jinx,17,BOTTOM,16,5,12,19387,216,37563,True,0,False,False,False,False,0,1,0,3,34.95,3/9/2022,Silver
82,Caitlyn,11,BOTTOM,3,4,1,8534,167,3363,False,0,False,False,False,True,0,0,2,5,9.77,3/9/2022,Silver
83,Nocturne,17,JUNGLE,18,2,7,16650,38,23031,True,1,True,False,False,False,0,0,0,4,30.62,3/7/2022,Silver
84,Jinx,18,BOTTOM,13,2,7,19928,246,30694,True,2,True,False,False,False,0,0,0,8,18.8,3/7/2022,Silver
85,Caitlyn,15,BOTTOM,6,6,4,13745,229,18479,True,1,False,False,False,False,0,0,0,4,16.4,3/7/2022,Silver
86,Teemo,17,TOP,5,3,7,13412,188,19471,True,1,False,False,False,False,1,1,0,3,18.53,3/7/2022,Silver
87,Quinn,16,TOP,4,9,5,11975,184,15399,False,0,False,False,False,False,0,0,1,1,13.26,3/7/2022,Silver
88,Udyr,15,JUNGLE,10,2,8,12255,65,18254,True,1,False,False,True,False,0,1,0,4,18.91,3/7/2022,Silver
89,Ezreal,13,TOP,6,2,6,10202,144,13163,True,0,True,False,False,False,1,3,0,5,19.91,3/7/2022,Silver
90,Quinn,18,TOP,15,2,7,16686,194,38270,True,2,False,False,False,False,2,2,0,2,28.71,3/7/2022,Silver
91,Jinx,10,NONE,6,0,3,7087,124,9010,True,0,True,False,False,False,0,0,0,3,35.94,3/7/2022,Silver
92,Caitlyn,14,BOTTOM,5,9,4,11160,175,17795,False,0,False,False,True,False,0,0,1,7,19.54,3/7/2022,Silver
93,Caitlyn,14,BOTTOM,4,1,1,11079,182,12930,True,0,False,True,False,False,0,0,0,5,18.25,3/7/2022,Silver
94,Nautilus,12,BOTTOM,3,4,4,7381,53,8211,False,0,False,True,False,False,0,0,1,1,13.25,3/7/2022,Silver
0,Yuumi,12,BOTTOM,3,6,18,7905,3,6894,False,0,False,False,False,False,0,1,1,0,9.93,4/16/2022,Diamond
1,Sona,11,BOTTOM,0,0,12,6578,11,3894,True,0,False,False,True,False,0,2,0,5,6.45,4/16/2022,Diamond
2,Sona,12,BOTTOM,1,1,19,7466,8,3431,True,1,True,False,True,False,0,1,0,3,5.97,4/16/2022,Diamond
3,Taliyah,11,BOTTOM,3,5,2,7028,54,6099,False,0,False,False,False,False,0,0,2,0,14.2,4/16/2022,Diamond
4,Sona,16,BOTTOM,0,9,28,10420,38,12005,True,1,False,False,True,False,0,1,0,5,8.14,4/16/2022,Diamond
5,Sona,12,BOTTOM,1,4,16,7207,15,4166,True,1,False,False,False,False,0,2,0,1,7.24,4/16/2022,Diamond
6,Sona,11,BOTTOM,0,6,12,5791,8,6599,False,0,False,False,False,False,0,0,2,0,9.37,4/16/2022,Diamond
7,Nami,11,BOTTOM,1,7,8,6707,14,7619,False,0,False,False,True,False,0,0,0,0,12.12,4/15/2022,Diamond
8,Soraka,12,BOTTOM,1,7,12,7500,18,4906,False,0,False,False,True,False,0,0,1,5,7.35,4/15/2022,Diamond
9,Akshan,16,MIDDLE,8,4,3,14541,194,24526,False,0,False,False,False,False,0,0,1,2,25.7,4/15/2022,Diamond
10,Soraka,16,BOTTOM,2,11,23,9690,21,6999,False,0,False,False,False,False,0,0,3,0,6.05,4/15/2022,Diamond
11,Sona,11,BOTTOM,2,2,10,6670,19,5060,True,0,False,False,False,False,0,1,0,3,7.33,4/15/2022,Diamond
12,Sona,14,BOTTOM,0,4,18,8178,29,6486,True,1,False,False,False,False,1,2,0,4,8.05,4/15/2022,Diamond
13,Karthus,16,MIDDLE,9,8,6,14458,188,37973,False,0,False,False,False,False,0,0,1,1,36.08,4/15/2022,Diamond
